exp,0,1,2
2021-01-22,2256,4076.0,13597.0
2021-01-22,2256,4076.0,5871.0
2021-01-22,2256,4076.0,34975.0
2021-01-22,2256,4076.0,4180.0
2021-01-22,2256,4076.0,3552.0
2021-01-22,2256,4076.0,3192.0
2021-01-22,2256,4076.0,6296.0
2021-01-22,2256,4076.0,8164.0
2021-01-22,2256,2256.0,3522.0
2021-01-22,2256,2256.0,8295.0
2021-01-22,2256,2256.0,4849.0
2021-01-22,2256,2256.0,12993.0
2021-01-22,2256,2256.0,5337.0
2021-01-22,2256,2256.0,13597.0
2021-01-22,2256,2256.0,5871.0
2021-01-22,2256,2256.0,34975.0
2021-01-22,2256,2256.0,4180.0
2021-01-22,2256,2256.0,3552.0
2021-01-22,2256,2256.0,3192.0
2021-01-22,2256,2256.0,6296.0
2021-01-22,2256,2256.0,8164.0
2021-01-22,2256,6494.0,3522.0
2021-01-22,2256,6494.0,8295.0
2021-01-22,2256,6494.0,4849.0
2021-01-22,2256,6494.0,12993.0
2021-01-22,2256,6494.0,5337.0
2021-01-22,2256,6494.0,13597.0
2021-01-22,2256,6494.0,5871.0
2021-01-22,2256,6494.0,34975.0
2021-01-22,2256,6494.0,4180.0
2021-01-22,2256,6494.0,3552.0
2021-01-22,2256,6494.0,3192.0
2021-01-22,2256,6494.0,6296.0
2021-01-22,2256,6494.0,8164.0
2021-01-22,2256,4431.0,3522.0
2021-01-22,2256,4431.0,8295.0
2021-01-22,2256,4431.0,4849.0
2021-01-22,2256,4431.0,12993.0
2021-01-22,2256,4431.0,5337.0
2021-01-22,2256,4431.0,13597.0
2021-01-22,2256,4431.0,5871.0
2021-01-22,2256,4431.0,34975.0
2021-01-22,2256,4431.0,4180.0
2021-01-22,2256,4431.0,3552.0
2021-01-22,2256,4431.0,3192.0
2021-01-22,2256,4431.0,6296.0
2021-01-22,2256,4431.0,8164.0
2021-01-22,2256,10450.0,3522.0
2021-01-22,2256,10450.0,8295.0
2021-01-22,2256,10450.0,4849.0
2021-01-22,2256,10450.0,12993.0
2021-01-22,2256,10450.0,5337.0
2021-01-22,2256,10450.0,13597.0
2021-01-22,2256,10450.0,5871.0
2021-01-22,2256,10450.0,34975.0
2021-01-22,2256,10450.0,4180.0
2021-01-22,2256,10450.0,3552.0
2021-01-22,2256,10450.0,3192.0
2021-01-22,2256,10450.0,6296.0
2021-01-22,2256,10450.0,8164.0
2021-01-22,2256,2807.0,3522.0
2021-01-22,2256,2807.0,8295.0
2021-01-22,2256,2807.0,4849.0
2021-01-22,2256,2807.0,12993.0
2021-01-22,2256,2807.0,5337.0
2021-01-22,2256,2807.0,13597.0
2021-01-22,2256,2807.0,5871.0
2021-01-22,2256,2807.0,34975.0
2021-01-22,2256,2807.0,4180.0
2021-01-22,2256,2807.0,3552.0
2021-01-22,2256,2807.0,3192.0
2021-01-22,2256,2807.0,6296.0
2021-01-22,2256,2807.0,8164.0
2021-01-22,2256,7906.0,3522.0
2021-01-22,2256,7906.0,8295.0
2021-01-22,2256,7906.0,4849.0
2021-01-22,2256,7906.0,12993.0
2021-01-22,2256,7906.0,5337.0
2021-01-22,2256,7906.0,13597.0
2021-01-22,2256,7906.0,5871.0
2021-01-22,2256,7906.0,34975.0
2021-01-22,2256,7906.0,4180.0
2021-01-22,2256,7906.0,3552.0
2021-01-22,2256,7906.0,3192.0
2021-01-22,2256,7906.0,6296.0
2021-01-22,2256,7906.0,8164.0
2021-01-22,2256,3920.0,3522.0
2021-01-22,2256,3920.0,8295.0
2021-01-22,2256,3920.0,4849.0
2021-01-22,2256,3920.0,12993.0
2021-01-22,2256,3920.0,5337.0
2021-01-22,2256,3920.0,13597.0
2021-01-22,2256,3920.0,5871.0
2021-01-22,2256,3920.0,34975.0
2021-01-22,2256,3920.0,4180.0
2021-01-22,2256,3920.0,3552.0
2021-01-22,2256,3920.0,3192.0
2021-01-22,2256,3920.0,6296.0
2021-01-22,2256,3920.0,8164.0
2021-01-22,2256,16594.0,3522.0
2021-01-22,2256,16594.0,8295.0
2021-01-22,2256,16594.0,4849.0
2021-01-22,2256,16594.0,12993.0
2021-01-22,2256,16594.0,5337.0
2021-01-22,2256,16594.0,13597.0
2021-01-22,2256,16594.0,5871.0
2021-01-22,2256,16594.0,34975.0
2021-01-22,2256,16594.0,4180.0
2021-01-22,2256,16594.0,3552.0
2021-01-22,2256,16594.0,3192.0
2021-01-22,2256,16594.0,6296.0
2021-01-22,2256,16594.0,8164.0
2021-01-22,2256,2295.0,3522.0
2021-01-22,2256,2295.0,8295.0
2021-01-22,2256,2295.0,4849.0
2021-01-22,2256,2295.0,12993.0
2021-01-22,2256,2295.0,5337.0
2021-01-22,2256,2295.0,13597.0
2021-01-22,2256,2295.0,5871.0
2021-01-22,2256,2295.0,34975.0
2021-01-22,2256,2295.0,4180.0
2021-01-22,2256,2295.0,3552.0
2021-01-22,2256,2295.0,3192.0
2021-01-22,2256,2295.0,6296.0
2021-01-22,2256,2295.0,8164.0
2021-01-22,2256,2390.0,3522.0
2021-01-22,2256,2390.0,8295.0
2021-01-22,2256,2390.0,4849.0
2021-01-22,2256,2390.0,12993.0
2021-01-22,2256,2390.0,5337.0
2021-01-22,2256,2390.0,13597.0
2021-01-22,2256,2390.0,5871.0
2021-01-22,2256,2390.0,34975.0
2021-01-22,2256,2390.0,4180.0
2021-01-22,2256,2390.0,3552.0
2021-01-22,2256,2390.0,3192.0
2021-01-22,2256,2390.0,6296.0
2021-01-22,2256,2390.0,8164.0
2021-01-22,2256,5836.0,3522.0
2021-01-22,2256,5836.0,8295.0
2021-01-22,2256,5836.0,4849.0
2021-01-22,2256,5836.0,12993.0
2021-01-22,2256,5836.0,5337.0
2021-01-22,2256,5836.0,13597.0
2021-01-22,2256,5836.0,5871.0
2021-01-22,2256,5836.0,34975.0
2021-01-22,2256,5836.0,4180.0
2021-01-22,2256,5836.0,3552.0
2021-01-22,2256,5836.0,3192.0
2021-01-22,2256,5836.0,6296.0
2021-01-22,2256,5836.0,8164.0
2021-01-22,6494,4076.0,3522.0
2021-01-22,6494,4076.0,8295.0
2021-01-22,6494,4076.0,4849.0
2021-01-22,6494,4076.0,12993.0
2021-01-22,6494,4076.0,5337.0
2021-01-22,6494,4076.0,13597.0
2021-01-22,6494,4076.0,5871.0
2021-01-22,6494,4076.0,34975.0
2021-01-22,6494,4076.0,4180.0
2021-01-22,6494,4076.0,3552.0
2021-01-22,6494,4076.0,3192.0
2021-01-22,6494,4076.0,6296.0
2021-01-22,6494,4076.0,8164.0
2021-01-22,6494,2256.0,3522.0
2021-01-22,6494,2256.0,8295.0
2021-01-22,6494,2256.0,4849.0
2021-01-22,6494,2256.0,12993.0
2021-01-22,6494,2256.0,5337.0
2021-01-22,6494,2256.0,13597.0
2021-01-22,6494,2256.0,5871.0
2021-01-22,6494,2256.0,34975.0
2021-01-22,6494,2256.0,4180.0
2021-01-22,6494,2256.0,3552.0
2021-01-22,6494,2256.0,3192.0
2021-01-22,6494,2256.0,6296.0
2021-01-22,6494,2256.0,8164.0
2021-01-22,6494,6494.0,3522.0
2021-01-22,6494,6494.0,8295.0
2021-01-22,6494,6494.0,4849.0
2021-01-22,6494,6494.0,12993.0
2021-01-22,6494,6494.0,5337.0
2021-01-22,6494,6494.0,13597.0
2021-01-22,6494,6494.0,5871.0
2021-01-22,6494,6494.0,34975.0
2021-01-22,6494,6494.0,4180.0
2021-01-22,6494,6494.0,3552.0
2021-01-22,6494,6494.0,3192.0
2021-01-22,6494,6494.0,6296.0
2021-01-22,6494,6494.0,8164.0
2021-01-22,6494,4431.0,3522.0
2021-01-22,6494,4431.0,8295.0
2021-01-22,6494,4431.0,4849.0
2021-01-22,6494,4431.0,12993.0
2021-01-22,6494,4431.0,5337.0
2021-01-22,6494,4431.0,13597.0
2021-01-22,6494,4431.0,5871.0
2021-01-22,6494,4431.0,34975.0
2021-01-22,6494,4431.0,4180.0
2021-01-22,6494,4431.0,3552.0
2021-01-22,6494,4431.0,3192.0
2021-01-22,6494,4431.0,6296.0
2021-01-22,6494,4431.0,8164.0
2021-01-22,6494,10450.0,3522.0
2021-01-22,6494,10450.0,8295.0
2021-01-22,6494,10450.0,4849.0
2021-01-22,6494,10450.0,12993.0
2021-01-22,6494,10450.0,5337.0
2021-01-22,6494,10450.0,13597.0
2021-01-22,6494,10450.0,5871.0
2021-01-22,6494,10450.0,34975.0
2021-01-22,6494,10450.0,4180.0
2021-01-22,6494,10450.0,3552.0
2021-01-22,6494,10450.0,3192.0
2021-01-22,6494,10450.0,6296.0
2021-01-22,6494,10450.0,8164.0
2021-01-22,6494,2807.0,3522.0
2021-01-22,6494,2807.0,8295.0
2021-01-22,6494,2807.0,4849.0
2021-01-22,6494,2807.0,12993.0
2021-01-22,6494,2807.0,5337.0
2021-01-22,6494,2807.0,13597.0
2021-01-22,6494,2807.0,5871.0
2021-01-22,6494,2807.0,34975.0
2021-01-22,6494,2807.0,4180.0
2021-01-22,6494,2807.0,3552.0
2021-01-22,6494,2807.0,3192.0
2021-01-22,6494,2807.0,6296.0
2021-01-22,6494,2807.0,8164.0
2021-01-22,6494,7906.0,3522.0
2021-01-22,6494,7906.0,8295.0
2021-01-22,6494,7906.0,4849.0
2021-01-22,6494,7906.0,12993.0
2021-01-22,6494,7906.0,5337.0
2021-01-22,6494,7906.0,13597.0
2021-01-22,6494,7906.0,5871.0
2021-01-22,6494,7906.0,34975.0
2021-01-22,6494,7906.0,4180.0
2021-01-22,6494,7906.0,3552.0
2021-01-22,6494,7906.0,3192.0
2021-01-22,6494,7906.0,6296.0
2021-01-22,6494,7906.0,8164.0
2021-01-22,6494,3920.0,3522.0
2021-01-22,6494,3920.0,8295.0
2021-01-22,6494,3920.0,4849.0
2021-01-22,6494,3920.0,12993.0
2021-01-22,6494,3920.0,5337.0
2021-01-22,6494,3920.0,13597.0
2021-01-22,6494,3920.0,5871.0
2021-01-22,6494,3920.0,34975.0
2021-01-22,6494,3920.0,4180.0
2021-01-22,6494,3920.0,3552.0
2021-01-22,6494,3920.0,3192.0
2021-01-22,6494,3920.0,6296.0
2021-01-22,6494,3920.0,8164.0
2021-01-22,6494,16594.0,3522.0
2021-01-22,6494,16594.0,8295.0
2021-01-22,6494,16594.0,4849.0
2021-01-22,6494,16594.0,12993.0
2021-01-22,6494,16594.0,5337.0
2021-01-22,6494,16594.0,13597.0
2021-01-22,6494,16594.0,5871.0
2021-01-22,6494,16594.0,34975.0
2021-01-22,6494,16594.0,4180.0
2021-01-22,6494,16594.0,3552.0
2021-01-22,6494,16594.0,3192.0
2021-01-22,6494,16594.0,6296.0
2021-01-22,6494,16594.0,8164.0
2021-01-22,6494,2295.0,3522.0
2021-01-22,6494,2295.0,8295.0
2021-01-22,6494,2295.0,4849.0
2021-01-22,6494,2295.0,12993.0
2021-01-22,6494,2295.0,5337.0
2021-01-22,6494,2295.0,13597.0
2021-01-22,6494,2295.0,5871.0
2021-01-22,6494,2295.0,34975.0
2021-01-22,6494,2295.0,4180.0
2021-01-22,6494,2295.0,3552.0
2021-01-22,6494,2295.0,3192.0
2021-01-22,6494,2295.0,6296.0
2021-01-22,6494,2295.0,8164.0
2021-01-22,6494,2390.0,3522.0
2021-01-22,6494,2390.0,8295.0
2021-01-22,6494,2390.0,4849.0
2021-01-22,6494,2390.0,12993.0
2021-01-22,6494,2390.0,5337.0
2021-01-22,6494,2390.0,13597.0
2021-01-22,6494,2390.0,5871.0
2021-01-22,6494,2390.0,34975.0
2021-01-22,6494,2390.0,4180.0
2021-01-22,6494,2390.0,3552.0
2021-01-22,6494,2390.0,3192.0
2021-01-22,6494,2390.0,6296.0
2021-01-22,6494,2390.0,8164.0
2021-01-22,6494,5836.0,3522.0
2021-01-22,6494,5836.0,8295.0
2021-01-22,6494,5836.0,4849.0
2021-01-22,6494,5836.0,12993.0
2021-01-22,6494,5836.0,5337.0
2021-01-22,6494,5836.0,13597.0
2021-01-22,6494,5836.0,5871.0
2021-01-22,6494,5836.0,34975.0
2021-01-22,6494,5836.0,4180.0
2021-01-22,6494,5836.0,3552.0
2021-01-22,6494,5836.0,3192.0
2021-01-22,6494,5836.0,6296.0
2021-01-22,6494,5836.0,8164.0
2021-01-22,4431,4076.0,3522.0
2021-01-22,4431,4076.0,8295.0
2021-01-22,4431,4076.0,4849.0
2021-01-22,4431,4076.0,12993.0
2021-01-22,4431,4076.0,5337.0
2021-01-22,4431,4076.0,13597.0
2021-01-22,4431,4076.0,5871.0
2021-01-22,4431,4076.0,34975.0
2021-01-22,4431,4076.0,4180.0
2021-01-22,4431,4076.0,3552.0
2021-01-22,4431,4076.0,3192.0
2021-01-22,4431,4076.0,6296.0
2021-01-22,4431,4076.0,8164.0
2021-01-22,4431,2256.0,3522.0
2021-01-22,4431,2256.0,8295.0
2021-01-22,4431,2256.0,4849.0
2021-01-22,4431,2256.0,12993.0
2021-01-22,4431,2256.0,5337.0
2021-01-22,4431,2256.0,13597.0
2021-01-22,4431,2256.0,5871.0
2021-01-22,4431,2256.0,34975.0
2021-01-22,4431,2256.0,4180.0
2021-01-22,4431,2256.0,3552.0
2021-01-22,4431,2256.0,3192.0
2021-01-22,4431,2256.0,6296.0
2021-01-22,4431,2256.0,8164.0
2021-01-22,4431,6494.0,3522.0
2021-01-22,4431,6494.0,8295.0
2021-01-22,4431,6494.0,4849.0
2021-01-22,4431,6494.0,12993.0
2021-01-22,4431,6494.0,5337.0
2021-01-22,4431,6494.0,13597.0
2021-01-22,4431,6494.0,5871.0
2021-01-22,4431,6494.0,34975.0
2021-01-22,4431,6494.0,4180.0
2021-01-22,4431,6494.0,3552.0
2021-01-22,4431,6494.0,3192.0
2021-01-22,4431,6494.0,6296.0
2021-01-22,4431,6494.0,8164.0
2021-01-22,4431,4431.0,3522.0
2021-01-22,4431,4431.0,8295.0
2021-01-22,4431,4431.0,4849.0
2021-01-22,4431,4431.0,12993.0
2021-01-22,4431,4431.0,5337.0
2021-01-22,4431,4431.0,13597.0
2021-01-22,4431,4431.0,5871.0
2021-01-22,4431,4431.0,34975.0
2021-01-22,4431,4431.0,4180.0
2021-01-22,4431,4431.0,3552.0
2021-01-22,4431,4431.0,3192.0
2021-01-22,4431,4431.0,6296.0
2021-01-22,4431,4431.0,8164.0
2021-01-22,4431,10450.0,3522.0
2021-01-22,4431,10450.0,8295.0
2021-01-22,4431,10450.0,4849.0
2021-01-22,4431,10450.0,12993.0
2021-01-22,4431,10450.0,5337.0
2021-01-22,4431,10450.0,13597.0
2021-01-22,4431,10450.0,5871.0
2021-01-22,4431,10450.0,34975.0
2021-01-22,4431,10450.0,4180.0
2021-01-22,4431,10450.0,3552.0
2021-01-22,4431,10450.0,3192.0
2021-01-22,4431,10450.0,6296.0
2021-01-22,4431,10450.0,8164.0
2021-01-22,4431,2807.0,3522.0
2021-01-22,4431,2807.0,8295.0
2021-01-22,4431,2807.0,4849.0
2021-01-22,4431,2807.0,12993.0
2021-01-22,4431,2807.0,5337.0
2021-01-22,4431,2807.0,13597.0
2021-01-22,4431,2807.0,5871.0
2021-01-22,4431,2807.0,34975.0
2021-01-22,4431,2807.0,4180.0
2021-01-22,4431,2807.0,3552.0
2021-01-22,4431,2807.0,3192.0
2021-01-22,4431,2807.0,6296.0
2021-01-22,4431,2807.0,8164.0
2021-01-22,4431,7906.0,3522.0
2021-01-22,4431,7906.0,8295.0
2021-01-22,4431,7906.0,4849.0
2021-01-22,4431,7906.0,12993.0
2021-01-22,4431,7906.0,5337.0
2021-01-22,4431,7906.0,13597.0
2021-01-22,4431,7906.0,5871.0
2021-01-22,4431,7906.0,34975.0
2021-01-22,4431,7906.0,4180.0
2021-01-22,4431,7906.0,3552.0
2021-01-22,4431,7906.0,3192.0
2021-01-22,4431,7906.0,6296.0
2021-01-22,4431,7906.0,8164.0
2021-01-22,4431,3920.0,3522.0
2021-01-22,4431,3920.0,8295.0
2021-01-22,4431,3920.0,4849.0
2021-01-22,4431,3920.0,12993.0
2021-01-22,4431,3920.0,5337.0
2021-01-22,4431,3920.0,13597.0
2021-01-22,4431,3920.0,5871.0
2021-01-22,4431,3920.0,34975.0
2021-01-22,4431,3920.0,4180.0
2021-01-22,4431,3920.0,3552.0
2021-01-22,4431,3920.0,3192.0
2021-01-22,4431,3920.0,6296.0
2021-01-22,4431,3920.0,8164.0
2021-01-22,4431,16594.0,3522.0
2021-01-22,4431,16594.0,8295.0
2021-01-22,4431,16594.0,4849.0
2021-01-22,4431,16594.0,12993.0
2021-01-22,4431,16594.0,5337.0
2021-01-22,4431,16594.0,13597.0
2021-01-22,4431,16594.0,5871.0
2021-01-22,4431,16594.0,34975.0
2021-01-22,4431,16594.0,4180.0
2021-01-22,4431,16594.0,3552.0
2021-01-22,4431,16594.0,3192.0
2021-01-22,4431,16594.0,6296.0
2021-01-22,4431,16594.0,8164.0
2021-01-22,4431,2295.0,3522.0
2021-01-22,4431,2295.0,8295.0
2021-01-22,4431,2295.0,4849.0
2021-01-22,4431,2295.0,12993.0
2021-01-22,4431,2295.0,5337.0
2021-01-22,4431,2295.0,13597.0
2021-01-22,4431,2295.0,5871.0
2021-01-22,4431,2295.0,34975.0
2021-01-22,4431,2295.0,4180.0
2021-01-22,4431,2295.0,3552.0
2021-01-22,4431,2295.0,3192.0
2021-01-22,4431,2295.0,6296.0
2021-01-22,4431,2295.0,8164.0
2021-01-22,4431,2390.0,3522.0
2021-01-22,4431,2390.0,8295.0
2021-01-22,4431,2390.0,4849.0
2021-01-22,4431,2390.0,12993.0
2021-01-22,4431,2390.0,5337.0
2021-01-22,4431,2390.0,13597.0
2021-01-22,4431,2390.0,5871.0
2021-01-22,4431,2390.0,34975.0
2021-01-22,4431,2390.0,4180.0
2021-01-22,4431,2390.0,3552.0
2021-01-22,4431,2390.0,3192.0
2021-01-22,4431,2390.0,6296.0
2021-01-22,4431,2390.0,8164.0
2021-01-22,4431,5836.0,3522.0
2021-01-22,4431,5836.0,8295.0
2021-01-22,4431,5836.0,4849.0
2021-01-22,4431,5836.0,12993.0
2021-01-22,4431,5836.0,5337.0
2021-01-22,4431,5836.0,13597.0
2021-01-22,4431,5836.0,5871.0
2021-01-22,4431,5836.0,34975.0
2021-01-22,4431,5836.0,4180.0
2021-01-22,4431,5836.0,3552.0
2021-01-22,4431,5836.0,3192.0
2021-01-22,4431,5836.0,6296.0
2021-01-22,4431,5836.0,8164.0
2021-01-22,2807,4076.0,3522.0
2021-01-22,2807,4076.0,8295.0
2021-01-22,2807,4076.0,4849.0
2021-01-22,2807,4076.0,12993.0
2021-01-22,2807,4076.0,5337.0
2021-01-22,2807,4076.0,13597.0
2021-01-22,2807,4076.0,5871.0
2021-01-22,2807,4076.0,34975.0
2021-01-22,2807,4076.0,4180.0
2021-01-22,2807,4076.0,3552.0
2021-01-22,2807,4076.0,3192.0
2021-01-22,2807,4076.0,6296.0
2021-01-22,2807,4076.0,8164.0
2021-01-22,2807,2256.0,3522.0
2021-01-22,2807,2256.0,8295.0
2021-01-22,2807,2256.0,4849.0
2021-01-22,2807,2256.0,12993.0
2021-01-22,2807,2256.0,5337.0
2021-01-22,2807,2256.0,13597.0
2021-01-22,2807,2256.0,5871.0
2021-01-22,2807,2256.0,34975.0
2021-01-22,2807,2256.0,4180.0
2021-01-22,2807,2256.0,3552.0
2021-01-22,2807,2256.0,3192.0
2021-01-22,2807,2256.0,6296.0
2021-01-22,2807,2256.0,8164.0
2021-01-22,2807,6494.0,3522.0
2021-01-22,2807,6494.0,8295.0
2021-01-22,2807,6494.0,4849.0
2021-01-22,2807,6494.0,12993.0
2021-01-22,2807,6494.0,5337.0
2021-01-22,2807,6494.0,13597.0
2021-01-22,2807,6494.0,5871.0
2021-01-22,2807,6494.0,34975.0
2021-01-22,2807,6494.0,4180.0
2021-01-22,2807,6494.0,3552.0
2021-01-22,2807,6494.0,3192.0
2021-01-22,2807,6494.0,6296.0
2021-01-22,2807,6494.0,8164.0
2021-01-22,2807,4431.0,3522.0
2021-01-22,2807,4431.0,8295.0
2021-01-22,2807,4431.0,4849.0
2021-01-22,2807,4431.0,12993.0
2021-01-22,2807,4431.0,5337.0
2021-01-22,2807,4431.0,13597.0
2021-01-22,2807,4431.0,5871.0
2021-01-22,2807,4431.0,34975.0
2021-01-22,2807,4431.0,4180.0
2021-01-22,2807,4431.0,3552.0
2021-01-22,2807,4431.0,3192.0
2021-01-22,2807,4431.0,6296.0
2021-01-22,2807,4431.0,8164.0
2021-01-22,2807,10450.0,3522.0
2021-01-22,2807,10450.0,8295.0
2021-01-22,2807,10450.0,4849.0
2021-01-22,2807,10450.0,12993.0
2021-01-22,2807,10450.0,5337.0
2021-01-22,2807,10450.0,13597.0
2021-01-22,2807,10450.0,5871.0
2021-01-22,2807,10450.0,34975.0
2021-01-22,2807,10450.0,4180.0
2021-01-22,2807,10450.0,3552.0
2021-01-22,2807,10450.0,3192.0
2021-01-22,2807,10450.0,6296.0
2021-01-22,2807,10450.0,8164.0
2021-01-22,2807,2807.0,3522.0
