,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,undPriceAsk,undPriceBid,undPriceMid,undPriceLondonTime,undPriceTimestamp,mtime
0,PLTR210129P00015000,2021-01-25 19:50:16,15.0,0.01,0.0,0.0,0.0,0.0,1100,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
1,PLTR210129P00017000,2021-01-25 15:58:12,17.0,0.01,0.0,0.0,0.0,0.0,3,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
2,PLTR210129P00017500,2021-01-25 14:50:57,17.5,0.01,0.0,0.0,0.0,0.0,25,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
3,PLTR210129P00018500,2021-01-25 17:25:21,18.5,0.02,0.0,0.0,0.0,0.0,9,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
4,PLTR210129P00019000,2021-01-25 20:41:31,19.0,0.01,0.0,0.0,0.0,0.0,200,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
5,PLTR210129P00019500,2021-01-25 19:57:48,19.5,0.01,0.0,0.0,0.0,0.0,146,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
6,PLTR210129P00020000,2021-01-25 20:59:11,20.0,0.03,0.0,0.0,0.0,0.0,664,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
7,PLTR210129P00020500,2021-01-25 20:58:57,20.5,0.02,0.0,0.0,0.0,0.0,121,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
8,PLTR210129P00021000,2021-01-25 20:54:34,21.0,0.03,0.0,0.0,0.0,0.0,517,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
9,PLTR210129P00021500,2021-01-25 20:38:28,21.5,0.02,0.0,0.0,0.0,0.0,384,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
10,PLTR210129P00022000,2021-01-25 20:44:06,22.0,0.03,0.0,0.0,0.0,0.0,1149,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
11,PLTR210129P00022500,2021-01-25 20:51:58,22.5,0.02,0.0,0.0,0.0,0.0,638,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
12,PLTR210129P00023000,2021-01-25 20:56:20,23.0,0.04,0.0,0.0,0.0,0.0,1293,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
13,PLTR210129P00023500,2021-01-25 20:59:35,23.5,0.05,0.0,0.0,0.0,0.0,1661,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
14,PLTR210129P00024000,2021-01-25 20:51:26,24.0,0.05,0.0,0.0,0.0,0.0,1992,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
15,PLTR210129P00024500,2021-01-25 20:50:37,24.5,0.06,0.0,0.0,0.0,0.0,1141,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
16,PLTR210129P00025000,2021-01-25 20:59:09,25.0,0.08,0.0,0.0,0.0,0.0,5700,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
17,PLTR210129P00025500,2021-01-25 20:53:00,25.5,0.09,0.0,0.0,0.0,0.0,2047,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
18,PLTR210129P00026000,2021-01-25 20:56:37,26.0,0.11,0.0,0.0,0.0,0.0,3731,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
19,PLTR210129P00026500,2021-01-25 20:58:54,26.5,0.12,0.0,0.0,0.0,0.0,1486,0.0,0.500005,False,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.534883
