,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,undPriceAsk,undPriceBid,undPriceMid,undPriceLondonTime,undPriceTimestamp
0,PLTR210115C00003000,08/01/2021 18:54,3,21.85,0,0,0,0,4,3,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
1,PLTR210115C00004000,11/01/2021 18:51,4,22.15,0,0,0,0,,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
2,PLTR210115C00005000,14/01/2021 20:52,5,19.95,0,0,0,0,1,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
3,PLTR210115C00006000,14/01/2021 20:16,6,19.1,0,0,0,0,8,7,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
4,PLTR210115C00007000,29/12/2020 14:36,7,18.65,0,0,0,0,10,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
5,PLTR210115C00008000,21/12/2020 18:03,8,19.6,0,0,0,0,1,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
6,PLTR210115C00009000,08/01/2021 14:41,9,16.35,0,0,0,0,39,1,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
7,PLTR210115C00010000,13/01/2021 16:46,10,15.55,0,0,0,0,1,97,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
8,PLTR210115C00011000,12/01/2021 14:45,11,14.91,0,0,0,0,3,6,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
9,PLTR210115C00012000,13/01/2021 20:31,12,13.35,0,0,0,0,2,15,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
10,PLTR210115C00013000,13/01/2021 19:09,13,12.65,0,0,0,0,12,42,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
11,PLTR210115C00014000,14/01/2021 20:55,14,10.85,0,0,0,0,12,89,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
12,PLTR210115C00015000,14/01/2021 20:43,15,10.01,0,0,0,0,49,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
13,PLTR210115C00016000,14/01/2021 20:43,16,9,0,0,0,0,45,249,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
14,PLTR210115C00017000,14/01/2021 20:43,17,7.95,0,0,0,0,12,61,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
15,PLTR210115C00018000,14/01/2021 20:42,18,7,0,0,0,0,152,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
16,PLTR210115C00019000,14/01/2021 20:55,19,5.9,0,0,0,0,73,860,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
17,PLTR210115C00019500,14/01/2021 16:38,19.5,5.4,0,0,0,0,39,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
18,PLTR210115C00020000,14/01/2021 20:50,20,4.93,0,0,0,0,549,5142,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
19,PLTR210115C00020500,14/01/2021 17:45,20.5,4.6,0,0,0,0,70,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
20,PLTR210115C00021000,14/01/2021 20:37,21,4.05,0,0,0,0,188,1469,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
21,PLTR210115C00021500,14/01/2021 20:37,21.5,3.55,0,0,0,0,60,529,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
22,PLTR210115C00022000,14/01/2021 20:51,22,2.98,0,0,0,0,394,2249,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
23,PLTR210115C00022500,14/01/2021 20:59,22.5,2.39,0,0,0,0,396,859,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
24,PLTR210115C00023000,14/01/2021 20:58,23,1.85,0,0,0,0,524,9479,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
25,PLTR210115C00023500,14/01/2021 20:56,23.5,1.4,0,0,0,0,431,1304,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
26,PLTR210115C00024000,14/01/2021 20:59,24,1,0,0,0,0,2550,6074,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
27,PLTR210115C00024500,14/01/2021 20:59,24.5,0.65,0,0,0,0,5012,0,1.00E-05,TRUE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
28,PLTR210115C00025000,14/01/2021 20:59,25,0.39,0,0,0,0,21365,0,0.031259688,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
29,PLTR210115C00025500,14/01/2021 20:59,25.5,0.23,0,0,0,0,8200,6243,0.12500875,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
30,PLTR210115C00026000,14/01/2021 20:59,26,0.15,0,0,0,0,16175,0,0.2500075,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
31,PLTR210115C00026500,14/01/2021 20:58,26.5,0.1,0,0,0,0,6746,9157,0.2500075,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
32,PLTR210115C00027000,14/01/2021 20:58,27,0.08,0,0,0,0,10537,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
33,PLTR210115C00027500,14/01/2021 20:58,27.5,0.05,0,0,0,0,7561,9637,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
34,PLTR210115C00028000,14/01/2021 20:59,28,0.04,0,0,0,0,6182,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
35,PLTR210115C00028500,14/01/2021 20:57,28.5,0.02,0,0,0,0,2076,5752,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
36,PLTR210115C00029000,14/01/2021 20:59,29,0.03,0,0,0,0,4401,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
37,PLTR210115C00029500,14/01/2021 20:45,29.5,0.02,0,0,0,0,1622,3392,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
38,PLTR210115C00030000,14/01/2021 20:58,30,0.01,0,0,0,0,10502,76922,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
39,PLTR210115C00030500,14/01/2021 20:47,30.5,0.02,0,0,0,0,1097,2542,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
40,PLTR210115C00031000,14/01/2021 20:59,31,0.01,0,0,0,0,764,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
41,PLTR210115C00031500,14/01/2021 20:41,31.5,0.01,0,0,0,0,1044,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
42,PLTR210115C00032000,14/01/2021 20:09,32,0.01,0,0,0,0,400,5495,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
43,PLTR210115C00033000,14/01/2021 20:15,33,0.01,0,0,0,0,58,6231,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
44,PLTR210115C00034000,14/01/2021 20:22,34,0.01,0,0,0,0,204,11008,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
45,PLTR210115C00035000,14/01/2021 20:07,35,0.01,0,0,0,0,832,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
46,PLTR210115C00036000,13/01/2021 20:42,36,0.01,0,0,0,0,64,3128,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
47,PLTR210115C00037000,14/01/2021 20:57,37,0.01,0,0,0,0,9,2146,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
48,PLTR210115C00038000,14/01/2021 14:49,38,0.04,0,0,0,0,9,1445,1.000005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
49,PLTR210115C00039000,13/01/2021 14:53,39,0.01,0,0,0,0,15,1074,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
50,PLTR210115C00040000,14/01/2021 17:24,40,0.01,0,0,0,0,71,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
51,PLTR210115C00041000,11/01/2021 20:00,41,0.02,0,0,0,0,56,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
52,PLTR210115C00042000,13/01/2021 18:44,42,0.01,0,0,0,0,153,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
53,PLTR210115C00043000,14/01/2021 16:53,43,0.01,0,0,0,0,2,441,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
54,PLTR210115C00044000,13/01/2021 16:35,44,0.01,0,0,0,0,12,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
55,PLTR210115C00045000,14/01/2021 16:14,45,0.05,0,0,0,0,5,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
56,PLTR210115C00046000,11/01/2021 20:22,46,0.01,0,0,0,0,10,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
57,PLTR210115C00047000,08/01/2021 20:16,47,0.01,0,0,0,0,46,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
58,PLTR210115C00048000,13/01/2021 18:46,48,0.01,0,0,0,0,3,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
59,PLTR210115C00049000,13/01/2021 14:50,49,0.01,0,0,0,0,1,0,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
60,PLTR210115C00050000,13/01/2021 18:21,50,0.01,0,0,0,0,50,13216,0.500005,FALSE,REGULAR,USD,26.31,26.25,26.28,51:03.8,1610711464
