,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,undPriceAsk,undPriceBid,undPriceMid,undPriceLondonTime,undPriceTimestamp,mtime
0,PLTR210129C00015000,2021-01-22 20:10:33,15.0,17.5,17.35,17.7,5.95,51.515152,9,4.0,3.05468986328125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
1,PLTR210129C00017000,2021-01-22 19:41:50,17.0,13.9,15.35,15.7,4.799999,52.747242,31,15.0,2.6093784765625,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
2,PLTR210129C00017500,2021-01-22 18:16:01,17.5,11.75,14.85,15.2,3.3000002,39.053257,11,28.0,2.50781623046875,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
3,PLTR210129C00018500,2021-01-22 19:02:06,18.5,12.0,13.85,14.2,4.5,60.000004,93,35.0,2.3125042187499996,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
4,PLTR210129C00019000,2021-01-22 19:27:59,19.0,11.2,13.35,13.7,4.25,61.15108,21,189.0,2.214848212890624,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
5,PLTR210129C00019500,2021-01-22 19:13:43,19.5,12.8,12.85,13.2,6.0,88.23529,58,56.0,2.1250046874999997,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
6,PLTR210129C00020000,2021-01-22 20:55:21,20.0,12.54,12.35,12.7,6.59,110.75632,106,680.0,2.031254921875,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
7,PLTR210129C00020500,2021-01-22 20:11:01,20.5,11.4,11.85,12.2,6.0499997,113.084114,53,781.0,1.9453127734375002,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
8,PLTR210129C00021000,2021-01-22 20:52:26,21.0,11.45,11.35,11.7,6.4399996,128.54291,121,212.0,1.859375703125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
9,PLTR210129C00021500,2021-01-22 19:55:37,21.5,10.8,10.85,11.2,6.17,133.26134,40,88.0,1.7734386328124998,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
10,PLTR210129C00022000,2021-01-22 20:56:10,22.0,10.52,10.35,10.7,6.4700003,159.75308,87,278.0,1.6875015625,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
11,PLTR210129C00022500,2021-01-22 20:57:34,22.5,10.0,9.85,10.2,6.35,173.9726,202,286.0,1.609376953125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
12,PLTR210129C00023000,2021-01-22 20:59:14,23.0,9.52,9.35,9.7,6.3200006,197.50002,386,385.0,1.5273461132812498,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
13,PLTR210129C00023500,2021-01-22 20:59:29,23.5,9.0,8.9,9.2,6.24,226.08694,285,1137.0,1.4492215039062502,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
14,PLTR210129C00024000,2021-01-22 20:59:26,24.0,8.6,8.4,8.7,6.1600003,252.45903,2342,2720.0,1.37109689453125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
15,PLTR210129C00024500,2021-01-22 20:52:35,24.5,8.0,7.9,8.2,5.87,275.58685,1303,1616.0,1.29297228515625,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
16,PLTR210129C00025000,2021-01-22 20:58:42,25.0,7.6,7.45,7.75,5.77,315.30054,3569,3878.0,0.8906260937499999,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
17,PLTR210129C00025500,2021-01-22 20:59:30,25.5,7.15,6.95,7.2,5.56,349.68552,1971,2216.0,1.1445355273437499,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
18,PLTR210129C00026000,2021-01-22 20:59:17,26.0,6.7,6.5,6.75,5.3399997,392.64703,9472,6653.0,0.8828136718749999,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
19,PLTR210129C00026500,2021-01-22 20:59:09,26.5,6.25,6.05,6.3,5.05,420.83334,8903,6624.0,0.945313046875,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
20,PLTR210129C00027000,2021-01-22 20:59:34,27.0,5.78,5.6,5.85,4.76,466.6667,19304,8734.0,0.9687503125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
21,PLTR210129C00027500,2021-01-22 20:59:16,27.5,5.3,5.2,5.4,4.4,488.88892,13872,4014.0,0.99804689453125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
22,PLTR210129C00028000,2021-01-22 20:59:58,28.0,4.95,4.8,5.0,4.1899996,551.31573,47821,11716.0,1.0312548437500002,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
23,PLTR210129C00028500,2021-01-22 20:59:52,28.5,4.6,4.45,4.7,3.9499998,607.69226,10181,2252.0,1.109379453125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
24,PLTR210129C00029000,2021-01-22 20:59:29,29.0,4.25,4.1,4.3,3.69,658.9286,18304,6815.0,1.1171919140625,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
25,PLTR210129C00029500,2021-01-22 20:59:14,29.5,3.85,3.8,3.9,3.37,702.0833,6669,1861.0,1.12891060546875,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
26,PLTR210129C00030000,2021-01-22 20:59:55,30.0,3.5,3.45,3.6,3.07,713.9534,100147,25091.0,1.142582412109375,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
27,PLTR210129C00030500,2021-01-22 20:59:57,30.5,3.2,3.15,3.35,2.83,764.8648,9549,2138.0,1.1748088134765624,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
28,PLTR210129C00031000,2021-01-22 20:59:27,31.0,2.92,2.91,3.0,2.6000001,812.5001,19413,2854.0,1.1796916015624999,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
29,PLTR210129C00031500,2021-01-22 20:59:12,31.5,2.7,2.66,2.77,2.42,864.28577,6675,599.0,1.2060586572265624,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
30,PLTR210129C00032000,2021-01-22 20:59:59,32.0,2.45,2.43,2.54,2.2,880.0,28138,2755.0,1.224613251953125,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
31,PLTR210129C00032500,2021-01-22 20:59:26,32.5,2.27,2.22,2.3,2.03,845.8333,8264,724.0,1.236331943359375,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
32,PLTR210129C00033000,2021-01-22 20:59:56,33.0,2.06,2.02,2.1,1.8599999,929.99994,17695,1733.0,1.2509803076171875,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
33,PLTR210129C00033500,2021-01-22 20:59:39,33.5,1.9,1.85,1.92,1.73,1017.6471,5110,1477.0,1.2705114599609373,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
34,PLTR210129C00035000,2021-01-22 21:00:00,35.0,1.42,1.4,1.45,1.29,992.3077,30039,6453.0,1.3134799951171874,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
35,PLTR210129C00036000,2021-01-22 20:59:58,36.0,1.19,1.12,1.21,1.09,1090.0,6752,983.0,1.3300814746093748,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
36,PLTR210129C00037000,2021-01-22 20:59:32,37.0,1.0,0.17,0.18,0.90999997,1011.1111,452,,0.7304714453125,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
37,PLTR210129C00038000,2021-01-22 20:59:59,38.0,0.83,0.14,0.14,0.76,1085.7142,31,,0.79101771484375,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
38,PLTR210129C00039000,2021-01-22 20:59:24,39.0,0.72,0.11,0.12,0.66,1100.0001,100,,0.84961087890625,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
39,PLTR210129C00040000,2021-01-22 20:59:52,40.0,0.59,0.57,0.6,0.53,883.3333,32005,8531.0,1.4570339648437498,False,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
40,PLTR210205C00015000,2021-01-22 19:07:35,15.0,16.0,17.35,17.7,5.3999996,50.943394,5,8.0,2.156254609375,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
41,PLTR210205C00017000,2021-01-22 19:58:30,17.0,14.75,15.35,15.7,5.45,58.60215,1,3.0,1.8437507812499998,True,REGULAR,USD,32.55,32.5,32.525,2021-01-23 14:37:44.901944,1611412664.901944,1611412673.926035
