,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,undPriceAsk,undPriceBid,undPriceMid,undPriceLondonTime,undPriceTimestamp,mtime
0,PLTR210129C00015000,2021-01-25 20:07:25,15.0,20.5,0.0,0.0,0.0,0.0,61,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
1,PLTR210129C00017000,2021-01-25 18:59:31,17.0,16.55,0.0,0.0,0.0,0.0,2,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
2,PLTR210129C00017500,2021-01-25 15:59:04,17.5,17.8,0.0,0.0,0.0,0.0,5,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
3,PLTR210129C00018500,2021-01-25 20:39:27,18.5,17.5,0.0,0.0,0.0,0.0,2,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
4,PLTR210129C00019000,2021-01-25 20:55:08,19.0,17.1,0.0,0.0,0.0,0.0,28,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
5,PLTR210129C00019500,2021-01-25 20:41:32,19.5,16.45,0.0,0.0,0.0,0.0,12,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
6,PLTR210129C00020000,2021-01-25 18:19:42,20.0,13.81,0.0,0.0,0.0,0.0,89,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
7,PLTR210129C00020500,2021-01-25 17:14:50,20.5,13.95,0.0,0.0,0.0,0.0,23,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
8,PLTR210129C00021000,2021-01-25 18:47:08,21.0,12.0,0.0,0.0,0.0,0.0,31,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
9,PLTR210129C00021500,2021-01-25 15:20:51,21.5,15.0,0.0,0.0,0.0,0.0,3,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
10,PLTR210129C00022000,2021-01-25 19:45:32,22.0,13.05,0.0,0.0,0.0,0.0,40,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
11,PLTR210129C00022500,2021-01-25 20:56:43,22.5,13.4,0.0,0.0,0.0,0.0,78,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
12,PLTR210129C00023000,2021-01-25 20:38:54,23.0,12.95,0.0,0.0,0.0,0.0,232,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
13,PLTR210129C00023500,2021-01-25 20:53:51,23.5,12.35,0.0,0.0,0.0,0.0,105,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
14,PLTR210129C00024000,2021-01-25 20:59:18,24.0,12.2,0.0,0.0,0.0,0.0,413,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
15,PLTR210129C00024500,2021-01-25 20:58:11,24.5,11.57,0.0,0.0,0.0,0.0,266,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
16,PLTR210129C00025000,2021-01-25 20:59:47,25.0,11.3,0.0,0.0,0.0,0.0,839,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
17,PLTR210129C00025500,2021-01-25 20:47:33,25.5,10.57,0.0,0.0,0.0,0.0,427,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
18,PLTR210129C00026000,2021-01-25 20:58:59,26.0,10.2,0.0,0.0,0.0,0.0,1319,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
19,PLTR210129C00026500,2021-01-25 20:59:26,26.5,9.8,0.0,0.0,0.0,0.0,2701,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
20,PLTR210129C00027000,2021-01-25 20:59:42,27.0,9.25,0.0,0.0,0.0,0.0,2787,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
21,PLTR210129C00027500,2021-01-25 20:58:32,27.5,8.74,0.0,0.0,0.0,0.0,2897,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
22,PLTR210129C00028000,2021-01-25 20:59:47,28.0,8.38,0.0,0.0,0.0,0.0,9407,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
23,PLTR210129C00028500,2021-01-25 20:58:59,28.5,7.85,0.0,0.0,0.0,0.0,1456,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
24,PLTR210129C00029000,2021-01-25 20:59:51,29.0,7.7,0.0,0.0,0.0,0.0,3912,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
25,PLTR210129C00029500,2021-01-25 20:52:37,29.5,6.8,0.0,0.0,0.0,0.0,1668,0.0,1.0000000000000003e-05,True,REGULAR,USD,35.65,35.58,35.614999999999995,2021-01-26 11:44:39.468957,1611661479.468957,1611661486.529861
