exp,0
2021-01-15,5142
2021-01-15,9479
2021-01-15,6074
2021-01-15,6243
2021-01-15,9157
2021-01-15,9637
2021-01-15,5752
2021-01-15,3392
2021-01-15,76922
2021-01-15,5495
2021-01-15,6231
2021-01-15,11008
2021-01-15,3128
2021-01-15,13216
2021-01-22,4076
2021-01-22,2256
2021-01-22,6494
2021-01-22,4431
2021-01-22,2807
2021-01-22,16594
2021-01-22,1674
2021-01-22,2390
2021-01-22,5836
2021-01-29,752
2021-01-29,2163
2021-01-29,2656
2021-01-29,1514
2021-01-29,3324
2021-01-29,2244
2021-01-29,1342
2021-01-29,1201
2021-01-29,817
2021-01-29,1183
2021-01-29,3884
2021-01-29,4840
2021-02-05,991
2021-02-05,1809
2021-02-05,935
2021-02-05,1599
2021-02-05,828
2021-02-05,885
2021-02-05,7827
2021-02-05,580
2021-02-05,1313
2021-02-05,773
2021-02-05,848
2021-02-12,122
2021-02-12,236
2021-02-12,270
2021-02-12,197
2021-02-19,12514
2021-02-19,9153
2021-02-19,7486
2021-02-19,5793
2021-02-19,18941
2021-02-19,8516
2021-02-19,3994
2021-02-19,6103
2021-02-19,45276
2021-02-19,4272
2021-02-19,9562
2021-02-19,12212
2021-03-19,4220
2021-03-19,35429
2021-03-19,11312
2021-03-19,24044
2021-03-19,4159
2021-03-19,32301
2021-03-19,28727
2021-05-21,4049
2021-05-21,2080
2021-05-21,7274
2021-05-21,3450
2021-05-21,2112
2021-05-21,15855
2021-05-21,9410
2021-05-21,20198
2021-05-21,1838
